date,country,state,county,fips,lat,long,locationId,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.hospitalBeds.typicalUsageRate,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.icuBeds.typicalUsageRate,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.testPositivityRatioDetails,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,metrics.icuHeadroomRatio,metrics.icuHeadroomDetails,metrics.icuCapacityRatio,riskLevels.overall
2020-06-28,USA,VA,,51,,,iso1:us#iso2:us-va,61736,1732,113818,601474,1270,,,,,,,,,489,,,,0.08961600792896081,,6.262904793152339,0.47514698022447893,1.03914657758,0.09999999999999987,,,,1
2020-06-29,USA,VA,,51,,,iso1:us#iso2:us-va,62189,1740,114750,611506,1270,,,,,,,,,453,,,,0.08995353796938077,,6.232778580892386,0.4774436090225564,1.05110812822,0.10000000000000009,,,,1
2020-06-30,USA,VA,,51,,,iso1:us#iso2:us-va,62787,1763,115920,629718,1270,,,,,,,,,598,,,,0.08382575386590926,,6.3482623945555385,0.4687582388610598,1.06322013115,0.09999999999999987,,,,1
2020-07-01,USA,VA,,51,,,iso1:us#iso2:us-va,63203,1786,117178,643020,1270,,,,,,,,,416,,,,0.08339339694697548,,6.174199834831368,0.4819734345351044,1.07488703718,0.10000000000000009,,,,1
2020-07-02,USA,VA,,51,,,iso1:us#iso2:us-va,63735,1816,118554,654965,1270,,,,,,,,,532,,,,0.08406497400608323,,6.341567680719994,0.4692531010820797,1.08637063215,0.10000000000000009,,,,1
2020-07-03,USA,VA,,51,,,iso1:us#iso2:us-va,64393,1845,119777,667086,1270,,,,,,,,,658,,,,0.0847472068675379,,6.398472748322125,0.4650797802772692,1.09767895182,0.10000000000000009,,,,1
2020-07-04,USA,VA,,51,,,iso1:us#iso2:us-va,65109,1849,120702,677680,1270,,,,,,,,,716,,,,0.08416852959108363,,6.463746208218688,0.46038322112894875,1.10864506903,0.09999999999999987,,,,1
2020-07-05,USA,VA,,51,,,iso1:us#iso2:us-va,65748,1853,121794,686933,1270,,,,,,,,,639,,,,0.08536415690051909,,6.714797977051626,0.4431704885343969,1.11870119759,0.09999999999999987,,,,1
2020-07-06,USA,VA,,51,,,iso1:us#iso2:us-va,66102,1853,122787,698454,1270,,,,,,,,,354,,,,0.08461336000421119,,6.549103809621887,0.4543828264758497,1.12801069028,0.09999999999999987,,,,1
2020-07-07,USA,VA,,51,,,iso1:us#iso2:us-va,66740,1881,124291,711925,1270,,,,,,,,,638,,,,0.09241758484400185,,6.616050947977337,0.4497849734378953,1.1361226450700002,0.10000000000000009,,,,1
2020-07-08,USA,VA,,51,,,iso1:us#iso2:us-va,67375,1905,126234,729700,1270,,,,,,,,,635,,,,0.0945934653630818,,6.982586530473426,0.4261744966442953,1.1426133247799999,0.09999999999999987,,,,1
2020-07-09,USA,VA,,51,,,iso1:us#iso2:us-va,67988,1937,127897,744362,1270,,,,,,,,,613,,,,0.09462224022685842,,7.1181544856432115,0.4180578415236304,1.14746130238,0.09999999999999987,,,,1
2020-07-10,USA,VA,,51,,,iso1:us#iso2:us-va,68931,1958,129817,761850,1270,,,,,,,,,943,,,,0.09579787031029349,,7.595152846425793,0.3918025561921551,1.15064813009,0.10000000000000009,,,,1
2020-07-11,USA,VA,,51,,,iso1:us#iso2:us-va,69782,1962,131902,778454,1270,,,,,,,,,851,,,,0.10002321967599621,,7.821099438375436,0.3804836293601541,1.15204851836,0.10000000000000009,,,,2
2020-07-12,USA,VA,,51,,,iso1:us#iso2:us-va,70670,1966,133453,791136,1270,,,,,,,,,888,,,,0.10062833370734149,,8.23784537463811,0.36123527021535967,1.15148596576,0.10000000000000009,,,,2
2020-07-13,USA,VA,,51,,,iso1:us#iso2:us-va,71642,1968,135387,806675,1270,,,,,,,,,972,,,,0.10428650648479984,,9.272178662229813,0.3209386281588448,1.14916550795,0.09999999999999987,,,,2
2020-07-14,USA,VA,,51,,,iso1:us#iso2:us-va,72443,1977,137078,821972,1270,,,,,,,,,801,,,,0.10409984206327239,,9.54498825102827,0.3117657373312292,1.14496499297,0.09999999999999987,,,,2
2020-07-15,USA,VA,,51,,,iso1:us#iso2:us-va,73527,1992,138886,839102,1270,,,,,,,,,1084,,,,0.1036590361643207,,10.296469879068196,0.28901170351105326,1.13911219751,0.10000000000000009,,,,2
2020-07-16,USA,VA,,51,,,iso1:us#iso2:us-va,74431,2007,140703,854913,1270,,,,,,,,,904,,,,0.10381251165316925,,10.783510310604095,0.27595840446996744,1.13193203696,0.10000000000000009,,,,2
2020-07-17,USA,VA,,51,,,iso1:us#iso2:us-va,75433,2013,143233,875089,1270,,,,,,,,,1002,,,,0.10592554577395287,,10.882257339678384,0.27345432174715467,1.1236913719,0.10000000000000009,,,,2
2020-07-18,USA,VA,,51,,,iso1:us#iso2:us-va,76373,2025,145151,889794,1270,,,,,,,,,940,,,,0.1063416513496376,,11.031214722519259,0.2697617963890153,1.11471877665,0.10000000000000009,,,,2
2020-07-19,USA,VA,,51,,,iso1:us#iso2:us-va,77430,2027,147013,905270,1270,,,,,,,,,1057,,,,0.10619136372891444,,11.314066382071035,0.26301775147928996,1.1052854966399999,0.10000000000000009,,,,2
2020-07-20,USA,VA,,51,,,iso1:us#iso2:us-va,78375,2031,148767,921466,1270,,,,,,,,,945,,,,0.10439178909425688,,11.268877063681106,0.2640724788355859,1.09578218591,0.09999999999999987,,,,2
2020-07-21,USA,VA,,51,,,iso1:us#iso2:us-va,79371,2048,150920,941883,1270,,,,,,,,,996,,,,0.10348926753044789,,11.595244363163925,0.25663972286374137,1.0862729949299998,0.10000000000000009,,,,2
2020-07-22,USA,VA,,51,,,iso1:us#iso2:us-va,80393,2051,152867,960362,1270,,,,,,,,,1022,,,,0.10337841335098084,,11.491476298712978,0.2589571803087678,1.07679219017,0.10000000000000009,,,,2
2020-07-23,USA,VA,,51,,,iso1:us#iso2:us-va,81237,2054,154880,976641,1270,,,,,,,,,844,,,,0.1043155145138148,,11.391055591179803,0.26124008228034085,1.06777511437,0.10000000000000009,,,,2
2020-07-24,USA,VA,,51,,,iso1:us#iso2:us-va,82364,2067,157183,998893,1270,,,,,,,,,1127,,,,0.10126747680648113,,11.600265398540584,0.25652863944596743,1.0595004092799998,0.10000000000000009,,,,2
2020-07-25,USA,VA,,51,,,iso1:us#iso2:us-va,83609,2075,158943,1016485,1270,,,,,,,,,1245,,,,0.09817557996341195,,12.110737328500889,0.24571586511885016,1.05172986149,0.09999999999999987,,,,2
2020-07-26,USA,VA,,51,,,iso1:us#iso2:us-va,84567,2078,160595,1032244,1270,,,,,,,,,958,,,,0.0966305244884601,,11.945043161071151,0.24912428191116714,1.0447674815899999,0.10000000000000009,,,,2
2020-07-27,USA,VA,,51,,,iso1:us#iso2:us-va,86072,2082,161993,1046139,1270,,,,,,,,,1505,,,,0.0959107752775582,,12.88230309804745,0.2309990905547616,1.03839887315,0.09999999999999987,,,,2
2020-07-28,USA,VA,,51,,,iso1:us#iso2:us-va,86994,2095,163428,1062609,1270,,,,,,,,,922,,,,0.09387994055571403,,12.758450892089867,0.23324150596877868,1.03256881791,0.10000000000000009,,,,2
2020-07-29,USA,VA,,51,,,iso1:us#iso2:us-va,87993,2125,165492,1083842,1270,,,,,,,,,999,,,,0.09275926674258846,,12.719956287535483,0.2339473684210526,1.02706462386,0.10000000000000009,,,,2
2020-07-30,USA,VA,,51,,,iso1:us#iso2:us-va,88904,2141,167347,1100849,1270,,,,,,,,,911,,,,0.09121638924455826,,12.83209274428086,0.23190296074083738,1.0220349394600001,0.09999999999999987,,,,2
2020-07-31,USA,VA,,51,,,iso1:us#iso2:us-va,89888,2174,169249,1119016,1270,,,,,,,,,984,,,,0.09127839684088691,,12.592756724660129,0.2363104731525784,1.01717556532,0.09999999999999987,,,,2
2020-08-01,USA,VA,,51,,,iso1:us#iso2:us-va,90801,2215,170707,1133946,1270,,,,,,,,,913,,,,0.0910350164441865,,12.037095476309894,0.24721913236929924,1.0123586518,0.10000000000000009,,,,2
2020-08-02,USA,VA,,51,,,iso1:us#iso2:us-va,91782,2218,172206,1147243,1270,,,,,,,,,981,,,,0.0917068162072506,,12.075590080864279,0.24643104643104638,1.0075857290299999,0.10000000000000009,,,,2
2020-08-03,USA,VA,,51,,,iso1:us#iso2:us-va,93106,2218,173554,1160783,1270,,,,,,,,,1324,,,,0.09160492848936255,,11.772654279805867,0.25277224907591694,1.00261324733,0.09999999999999987,,,,2
2020-08-04,USA,VA,,51,,,iso1:us#iso2:us-va,94251,2244,174544,1171108,1547,,,,,,,,,1145,,,,0.09293148852568657,,12.145884576137501,0.29844288273391206,0.997716471265,0.10000000000500009,,,,2
2020-08-05,USA,VA,,51,,,iso1:us#iso2:us-va,95049,2274,176350,1188408,1547,,,,,,,,,798,,,,0.09407055724979206,,11.809475205901364,0.30694444444444446,0.9923961502609999,0.09999999999900022,,,,2
2020-08-06,USA,VA,,51,,,iso1:us#iso2:us-va,95867,2299,178118,1205190,1547,,,,,,,,,818,,,,0.09356974077420252,,11.653823109224943,0.31104409019100965,0.9871204849690001,0.10000000000099996,,,,2
2020-08-07,USA,VA,,51,,,iso1:us#iso2:us-va,97882,2317,180207,1223719,1547,,,,,,,,,2015,,,,0.09474239371957703,,13.379385600336665,0.27092819614711033,0.981830216043,0.09999999999699993,,,,2
2020-08-08,USA,VA,,51,,,iso1:us#iso2:us-va,99189,2322,181627,1240019,1547,,,,,,,,,1307,,,,0.09333891771302556,,14.038814913137847,0.258202193609919,0.9766931860349999,0.10000000000500009,,,,2
2020-08-09,USA,VA,,51,,,iso1:us#iso2:us-va,100086,2326,183130,1253736,1547,,,,,,,,,897,,,,0.09303593176456562,,13.8982259225914,0.2608140655105973,0.972045574181,0.09999999999899989,,,,2
2020-08-10,USA,VA,,51,,,iso1:us#iso2:us-va,100749,2327,184169,1265664,1547,,,,,,,,,663,,,,0.09190794486389138,,12.791924461267593,0.28337040429150856,0.967891582491,0.09999999999899989,,,,2
2020-08-11,USA,VA,,51,,,iso1:us#iso2:us-va,101745,2344,185384,1279588,1547,,,,,,,,,996,,,,0.09084813945692256,,12.542546370893541,0.2890045369629036,0.964302632236,0.100000000004,,,,2
2020-08-12,USA,VA,,51,,,iso1:us#iso2:us-va,102521,2352,187162,1296891,1547,,,,,,,,,776,,,,0.09063246573620018,,12.505725444798042,0.28985546038543897,0.96152015685,0.10000000000000009,,,,2
2020-08-13,USA,VA,,51,,,iso1:us#iso2:us-va,103622,2363,188725,1314609,1547,,,,,,,,,1101,,,,0.08837251928748771,,12.979376448662851,0.27927788523533204,0.959700207272,0.09999999999800013,,,,2
2020-08-14,USA,VA,,51,,,iso1:us#iso2:us-va,104838,2370,190510,1332600,1547,,,,,,,,,1216,,,,0.0864461672707746,,11.642107360012739,0.3113571017826337,0.9591409414190001,0.10000000000100007,,,,2
2020-08-15,USA,VA,,51,,,iso1:us#iso2:us-va,105750,2381,191721,1347305,1547,,,,,,,,,912,,,,0.08599420684954848,,10.981004368752671,0.33010211857948485,0.959781303898,0.10000000000199993,,,,2
2020-08-16,USA,VA,,51,,,iso1:us#iso2:us-va,106687,2381,192867,1360245,1547,,,,,,,,,937,,,,0.08376202191903377,,11.047951507108122,0.328101802757158,0.961950410023,0.09999999999700016,,,,2
2020-08-17,USA,VA,,51,,,iso1:us#iso2:us-va,107421,2385,194108,1372603,1547,,,,,,,,,734,,,,0.08503738941460327,,11.166782677689046,0.32461031175059957,0.965118940317,0.10000000000300013,,,,2
2020-08-18,USA,VA,,51,,,iso1:us#iso2:us-va,108282,2396,195198,1384820,1547,,,,,,,,,861,,,,0.08530500843141006,,10.940836085739402,0.3313140584365917,0.969187735819,0.10000000000099996,,,,2
2020-08-19,USA,VA,,51,,,iso1:us#iso2:us-va,109019,2410,197010,1402096,1547,,,,,,,,,737,,,,0.08559533432418104,,10.87556262584284,0.3333025546321945,0.974122231539,0.10000000000100007,,,,2
2020-08-20,USA,VA,,51,,,iso1:us#iso2:us-va,109882,2427,198807,1421227,1547,,,,,,,,,863,,,,0.08639245929734361,,10.477227152627911,0.3459744408945687,0.9796598674439999,0.09999999999600007,,,,2
2020-08-21,USA,VA,,51,,,iso1:us#iso2:us-va,110860,2436,200480,1439827,1547,,,,,,,,,978,,,,0.08507043695657737,,10.078891679412985,0.35964795748920625,0.985697614938,0.10000000000199993,,,,2
2020-08-22,USA,VA,,51,,,iso1:us#iso2:us-va,112072,2443,202070,1458173,1547,,,,,,,,,1212,,,,0.08537581362350165,,10.580995217078858,0.3425814615627966,0.991817103452,0.09999999999799991,,,,2
2020-08-23,USA,VA,,51,,,iso1:us#iso2:us-va,112966,2467,203543,1471311,1547,,,,,,,,,894,,,,0.08769364722117264,,10.50902704334675,0.34492753623188405,0.997924094233,0.09999999999699993,,,,2
2020-08-24,USA,VA,,51,,,iso1:us#iso2:us-va,113630,2471,204855,1483826,1547,,,,,,,,,664,,,,0.08811183077806017,,10.391869551224712,0.3488162344983089,1.00358511205,0.10000000000000009,,,,2
2020-08-25,USA,VA,,51,,,iso1:us#iso2:us-va,114635,2494,206233,1497315,1547,,,,,,,,,1005,,,,0.08933052699749047,,10.632879249304333,0.3409098063906815,1.0085834034999999,0.10000000000000009,,,,2
2020-08-26,USA,VA,,51,,,iso1:us#iso2:us-va,115458,2515,208213,1515957,1547,,,,,,,,,823,,,,0.08957813599437088,,10.77681559676855,0.33635657710824657,1.01292673784,0.09999999999999987,,,,2
2020-08-27,USA,VA,,51,,,iso1:us#iso2:us-va,116579,2527,210167,1531163,1547,,,,,,,,,1121,,,,0.0936551906080992,,11.2086246391612,0.32339853665820517,1.01636152916,0.09999999999999987,,,,2
2020-08-28,USA,VA,,51,,,iso1:us#iso2:us-va,117592,2550,212346,1546391,1547,,,,,,,,,1013,,,,0.10019420754876299,,11.267203385222219,0.32171717171717173,1.01886553281,0.10000000000000009,,,,2
2020-08-29,USA,VA,,51,,,iso1:us#iso2:us-va,118809,2568,213778,1560137,1547,,,,,,,,,1217,,,,0.102998099795904,,11.275571777516651,0.32147840284993323,1.0203278976999999,0.10000000000000009,,,,2
2020-08-30,USA,VA,,51,,,iso1:us#iso2:us-va,119747,2569,214982,1570500,1547,,,,,,,,,938,,,,0.1034005857468272,,11.349213629707645,0.3193924199970506,1.02111459542,0.10000000000000009,,,,2
2020-08-31,USA,VA,,51,,,iso1:us#iso2:us-va,120594,2580,216678,1582518,1547,,,,,,,,,847,,,,0.10698095281183549,,11.65549678768383,0.3109994256174612,1.0208153156200002,0.09999999999999987,,,,2
2020-09-01,USA,VA,,51,,,iso1:us#iso2:us-va,121615,2612,218049,1595109,1547,,10953,1228,,1399,969,176,,1021,,,,0.10780038317671745,,11.68227564302601,0.31028653295128944,1.01970757509,0.10000000000000009,0.29042904290429045,,0.6926375982844889,2
2020-09-02,USA,VA,,51,,,iso1:us#iso2:us-va,122542,2641,220724,1613194,1547,,11122,1262,,1393,958,176,,927,,,,0.11399752159492656,,11.856338202750178,0.3057312252964427,1.01775192659,0.10000000000000009,0.28805237315875615,,0.6877243359655419,2
2020-09-03,USA,VA,,51,,,iso1:us#iso2:us-va,123668,2652,222911,1632284,1547,,10941,1195,,1377,947,160,,1126,,,,0.11192201291002503,,11.864706595044611,0.30551558752997604,1.0152081455700002,0.09999999999999987,0.2711864406779661,,0.6877269426289034,2
2020-09-04,USA,VA,,51,,,iso1:us#iso2:us-va,124779,2662,224638,1649155,1547,,10940,1211,,1375,838,158,,1111,,,,0.10683493255458212,,12.028727084015463,0.3013496591067204,1.0123253499,0.09999999999999987,0.2273381294964029,,0.6094545454545455,2
2020-09-05,USA,VA,,51,,,iso1:us#iso2:us-va,125727,2677,226119,1663903,1547,,10690,1154,,1341,837,155,,948,,,,0.10628988777593082,,11.578507578575064,0.31306736050881756,1.00903395723,0.09999999999999987,0.23520485584218512,,0.6241610738255033,2
2020-09-06,USA,VA,,51,,,iso1:us#iso2:us-va,126926,2678,227463,1675913,1547,,10432,1159,,1385,893,154,,1199,,,,0.10586628666429165,,12.015337656344373,0.30168547151413844,1.00538021851,0.10000000000000009,0.23839009287925697,,0.6447653429602888,2
2020-09-07,USA,VA,,51,,,iso1:us#iso2:us-va,127571,2684,228212,1683340,1547,,10298,1139,,1379,818,161,,645,,,,0.10265584392466802,,11.67725460764935,0.3104199512684535,1.00133852292,0.10000000000000009,0.22299168975069253,,0.593183466279913,2
2020-09-08,USA,VA,,51,,,iso1:us#iso2:us-va,128407,2686,229767,1695814,1547,,10522,1158,,1368,920,173,,836,,,,0.10423134056198466,,11.367624092755396,0.3188751472320377,0.996920210929,0.10000000000100007,0.2785829307568438,,0.672514619883041,2
2020-09-09,USA,VA,,51,,,iso1:us#iso2:us-va,129289,2697,231756,1712476,1547,,11262,1181,,1373,971,170,,882,,,,0.10000543901952608,,11.292308562105514,0.32100192678227357,0.9921218350450001,0.09999999999499987,0.2972027972027972,,0.7072104879825201,2
2020-09-10,USA,VA,,51,,,iso1:us#iso2:us-va,130525,2708,233508,1733005,1547,,11578,1162,,1367,865,160,,1236,,,,0.09519574552183833,,11.476413192583001,0.3158524135919498,0.9869295459790001,0.10000000000099984,0.24169184290030213,,0.6327724945135332,2
2020-09-11,USA,VA,,51,,,iso1:us#iso2:us-va,131640,2711,235297,1752450,1547,,11661,1082,,1374,981,159,,1115,,,,0.09353774329992805,,11.483107906418546,0.3156682699314969,0.9816430276870001,0.10000000000299991,0.28804347826086957,,0.7139737991266376,2
2020-09-12,USA,VA,,51,,,iso1:us#iso2:us-va,132940,2722,236596,1769518,1547,,11326,1032,,1317,791,155,,1300,,,,0.09024739000103367,,12.072242723946504,0.30026341328157496,0.976271572025,0.09999999999499998,0.2276064610866373,,0.6006074411541382,2
2020-09-13,USA,VA,,51,,,iso1:us#iso2:us-va,133814,2724,237754,1783162,1547,,11216,1048,,1390,924,146,,874,,,,0.08755317338778287,,11.528297224808474,0.3144308943089431,0.971043180435,0.09999999999499998,0.238562091503268,,0.6647482014388489,2
2020-09-14,USA,VA,,51,,,iso1:us#iso2:us-va,134571,2743,239110,1796923,1547,,10977,1102,,1431,839,140,,757,,,,0.08754749720840932,,11.715749212203734,0.3094,0.9657284843989999,0.10000000000099996,0.1912568306010929,,0.5863032844164919,2
2020-09-15,USA,VA,,51,,,iso1:us#iso2:us-va,135514,2839,240670,1812455,1547,,11542,1067,,1434,1023,131,,943,,,,0.08548422505174685,,11.894832807304564,0.3047418038553539,0.960434355594,0.09999999999599996,0.24169741697416974,,0.7133891213389121,2
2020-09-16,USA,VA,,51,,,iso1:us#iso2:us-va,136359,2884,242446,1835482,1547,,11645,1062,,1477,1085,144,,845,,,,0.0799575155576831,,11.832906704325772,0.30633663366336633,0.955280401275,0.09999999999500009,0.26865671641791045,,0.7345971563981043,2
2020-09-17,USA,VA,,51,,,iso1:us#iso2:us-va,137460,2920,244289,1857604,1547,,11418,1046,,1504,1123,147,,1101,,,,0.0796351011966317,,11.606960112376127,0.31229992790194666,0.950765862013,0.09999999999700004,0.2784090909090909,,0.7466755319148937,2
2020-09-18,USA,VA,,51,,,iso1:us#iso2:us-va,138702,2949,246083,1877908,1547,,11477,1056,,1511,1068,147,,1242,,,,0.07916678899621268,,11.819517276654683,0.3066836590201076,0.9472861323489999,0.10000000000100007,0.24915254237288137,,0.7068166776968895,2
2020-09-19,USA,VA,,51,,,iso1:us#iso2:us-va,139655,2990,247362,1893751,1547,,11213,1043,,1571,907,152,,953,,,,0.07974873887954725,,11.238750851421154,0.3225316455696202,0.944952329425,0.10000000000499987,0.18627450980392157,,0.5773392743475493,2
2020-09-20,USA,VA,,51,,,iso1:us#iso2:us-va,140511,3015,248577,1908132,1547,,10884,1073,,1508,1006,150,,856,,,,0.07970219378023904,,11.2086246391612,0.32339853665820517,0.943698358055,0.10000000000500009,0.23006134969325154,,0.6671087533156499,2
2020-09-21,USA,VA,,51,,,iso1:us#iso2:us-va,141138,3021,249628,1920905,1547,,10958,1030,,1519,1028,145,,627,,,,0.0782007434944238,,10.99104643950599,0.32980051774021624,0.943876990381,0.09999999999899978,0.2279874213836478,,0.6767610269914417,2
2020-09-22,USA,VA,,51,,,iso1:us#iso2:us-va,142010,3060,250703,1936378,1547,,11513,1022,,1521,1101,150,,872,,,,0.07489772761205173,,10.872215268925066,0.3334051724137931,0.945678180826,0.100000000004,0.2631578947368421,,0.7238658777120316,2
2020-09-23,USA,VA,,51,,,iso1:us#iso2:us-va,142590,3089,252232,1958265,1547,,11772,1090,,1521,1094,156,,580,,,,0.07381816261720311,,10.42869047732021,0.34758465735836946,0.9490634346279999,0.10000000000200016,0.26758147512864494,,0.7192636423405654,2
2020-09-24,USA,VA,,51,,,iso1:us#iso2:us-va,143492,3113,253689,1980447,1547,,12088,1082,,1882,1236,178,,902,,,,0.07108126706139456,,10.095628464001846,0.35905172413793107,0.954060753591,0.099999999999,0.21601941747572814,,0.6567481402763018,2
2020-09-25,USA,VA,,51,,,iso1:us#iso2:us-va,144433,3136,254752,1998870,1547,,12232,1058,,1912,1378,167,,941,,,,0.06687443589882049,,9.591851247877086,0.3779096143779445,0.960944922043,0.09999999999700004,0.23823109843081314,,0.7207112970711297,1
2020-09-26,USA,VA,,51,,,iso1:us#iso2:us-va,145408,3144,255971,2017111,1547,,11747,1007,,1878,1200,166,,975,,,,0.06523501731467239,,9.628672173972584,0.37646445332869805,0.9693079726710001,0.099999999999,0.1966824644549763,,0.6389776357827476,1
2020-09-27,USA,VA,,51,,,iso1:us#iso2:us-va,146144,3159,256959,2030802,1547,,11385,1017,,1932,1289,159,,736,,,,0.06395934438238256,,9.427830758906234,0.3844842890111841,0.978934843762,0.09999999999799991,0.19825436408977556,,0.667184265010352,1
2020-09-28,USA,VA,,51,,,iso1:us#iso2:us-va,146593,3172,258156,2043759,1547,,11376,1043,,1920,1293,162,,449,,,,0.06490995722397284,,9.129915993224483,0.3970302474793767,0.98935851653,0.09999999999999998,0.20532319391634982,,0.6734375,1
2020-09-29,USA,VA,,51,,,iso1:us#iso2:us-va,147516,3187,259175,2058600,1547,,11894,959,,1923,1344,160,,923,,,,0.06482317474405865,,9.21527359462768,0.3933527061387577,1.00041659346,0.10000000000000009,0.2165087956698241,,0.6989079563182528,1
2020-09-30,USA,VA,,51,,,iso1:us#iso2:us-va,148271,3208,260875,2080653,1547,,12094,934,,1924,1368,163,,755,,,,0.06596149002907709,,9.508167324932774,0.38123569794050344,1.01159083191,0.10000000000000009,0.2267037552155772,,0.7110187110187111,1
2020-10-01,USA,VA,,51,,,iso1:us#iso2:us-va,148721,3228,262608,2103714,1547,,11922,911,,1932,1359,164,,450,,,,0.06747310607779947,,8.75166466151619,0.414190093708166,1.0225968064,0.10000000000000009,0.2225237449118046,,0.703416149068323,1
2020-10-02,USA,VA,,51,,,iso1:us#iso2:us-va,149687,3250,263804,2121858,1547,,11909,944,,1924,1391,159,,966,,,,0.0685549833383823,,8.793506622988346,0.4122192615150362,1.03315553432,0.10000000000000009,0.22976878612716764,,0.722972972972973,1
2020-10-03,USA,VA,,51,,,iso1:us#iso2:us-va,150803,3270,264504,2133929,1547,,11365,909,,1889,1236,173,,1116,,,,0.06807285143317564,,9.029495285691306,0.40144578313253015,1.04257820245,0.09999999999999987,0.20944309927360774,,0.6543144520910534,1
2020-10-04,USA,VA,,51,,,iso1:us#iso2:us-va,151870,3273,265255,2147417,1547,,11170,938,,1937,1353,167,,1067,,,,0.0664152876848316,,9.583482855582655,0.378239608801956,1.05084602745,0.10000000000000009,0.22237017310252996,,0.6985028394424367,1
2020-10-05,USA,VA,,51,,,iso1:us#iso2:us-va,152557,3276,266413,2163109,1547,,11234,961,,1933,1324,173,,687,,,,0.0647064816193469,,9.981818328797582,0.36314553990610327,1.05756742875,0.09999999999999987,0.22122762148337596,,0.6849456802897051,1
2020-10-06,USA,VA,,51,,,iso1:us#iso2:us-va,153182,3291,267609,2180840,1547,,11872,1046,,1940,1382,186,,625,,,,0.0645422960956273,,9.48306214804948,0.3822449699964702,1.0624271164799999,0.10000000000000009,0.25,,0.7123711340206186,1
2020-10-07,USA,VA,,51,,,iso1:us#iso2:us-va,153691,3303,269154,2205933,1547,,12007,994,,1937,1409,168,,509,,,,0.06198758601067693,,9.071337247163463,0.3995940959409594,1.06536499961,0.10000000000000009,0.2413793103448276,,0.7274135260712442,1
2020-10-08,USA,VA,,51,,,iso1:us#iso2:us-va,155535,3328,270738,2228418,1547,,12336,999,,1933,1241,172,,1844,,,,0.06120420976557207,,11.404445018850893,0.3178456119753449,1.06663251494,0.10000000000000009,0.19907407407407407,,0.6420072426280393,2
2020-10-09,USA,VA,,51,,,iso1:us#iso2:us-va,156649,3344,272282,2247991,1547,,12164,969,,1942,1393,161,,1114,,,,0.06298147996820468,,11.652149430766057,0.3110887675955185,1.06656395799,0.10000000000000009,0.2267605633802817,,0.7173017507723995,2
2020-10-10,USA,VA,,51,,,iso1:us#iso2:us-va,157905,3354,273465,2264335,1547,,11702,928,,1936,1219,160,,1256,,,,0.06429786104314507,,11.886464415010131,0.30495635032385243,1.06539633179,0.09999999999999987,0.18244013683010263,,0.6296487603305785,2
2020-10-11,USA,VA,,51,,,iso1:us#iso2:us-va,158716,3358,274604,2280182,1547,,11224,959,,1935,1339,171,,811,,,,0.06578521468680074,,11.458002729535252,0.316359918200409,1.06325451002,0.10000000000000009,0.22294654498044328,,0.6919896640826874,2
2020-10-12,USA,VA,,51,,,iso1:us#iso2:us-va,159570,3361,276057,2297692,1547,,11458,984,,1942,1296,166,,854,,,,0.06686681411940898,,11.737507032169257,0.3088264651361757,1.0603579081399999,0.10000000000000009,0.2044334975369458,,0.6673532440782698,2
2020-10-13,USA,VA,,51,,,iso1:us#iso2:us-va,160805,3372,277296,2314997,1547,,12069,988,,1946,1360,184,,1235,,,,0.0673437891048636,,12.758450892089867,0.28411386593204774,1.05698509058,0.09999999999999987,0.23896103896103896,,0.6988694758478932,2
2020-10-14,USA,VA,,51,,,iso1:us#iso2:us-va,161610,3381,278940,2337284,1547,,12279,1011,,1939,1418,179,,805,,,,0.06933688543755358,,13.253859715920196,0.27349412804647055,1.05351735626,0.10000000000000009,0.2557142857142857,,0.7313047962867457,2
2020-10-15,USA,VA,,51,,,iso1:us#iso2:us-va,162941,3388,280686,2360506,1547,,12486,1010,,1939,1400,186,,1331,,,,0.07003858176800247,,12.39526266651155,0.29243856332703216,1.0505522161799998,0.10000000000000009,0.25655172413793104,,0.7220216606498195,2
2020-10-16,USA,VA,,51,,,iso1:us#iso2:us-va,164124,3408,282240,2382142,1547,,12413,1025,,1943,1379,191,,1183,,,,0.06910047255896579,,12.510746480174703,0.2897391304347826,1.04833184081,0.10000000000000009,0.25298013245033113,,0.7097272259392692,2
2020-10-17,USA,VA,,51,,,iso1:us#iso2:us-va,165238,3422,283592,2398225,1547,,11914,974,,1952,1351,184,,1114,,,,0.0703180874480096,,12.273084139012855,0.29534978862675576,1.04710308014,0.09999999999999987,0.23439490445859873,,0.6921106557377049,2
2020-10-18,USA,VA,,51,,,iso1:us#iso2:us-va,166138,3433,284782,2412441,1547,,11828,999,,1938,1314,184,,900,,,,0.07145615254463376,,12.42204152185373,0.2918081379682027,1.04681425279,0.10000000000000009,0.22772277227722773,,0.6780185758513931,2
